,text,sentiment
10447,"@bus131 @tlupdates @TLRailUK @EastMidRailway To be honest, I have never seen a train being delayed because of light rain. But maybe it's a thing in the UK since the infrastructure is 20 years old? https://t.co/vnNbGgbK77",neutral
1522,".@TLRailUK thanks for skipping my station and running fast to Gatwick! We've had one delay yes, but what about a second one!",negative
9931,@TLRailUK why was the delayed 17:01 Farringdon - Bedford service changed at very short notice to stop only at Bedford following the St Albans stop?,negative
11364,"@sparkyscrum @SouthernRailUK @pwad @squirrelpot @greateranglia @merseyrail Without platform humps, all thameslink core stations had compliant platforms of 915 mm heights. And its low floor relative to the standard, and doesnt change the fact that having such a train would have enabled much better accessibility throughout the network",negative
13293,Standing at the abandoned DMK station on the #Thameslink line during rush hour in #London 12/10/2020 with #covid. Everything has changed and yet nothing has: The service to Blackfriars cancelled 3min prior to arrival without platform notifications. pic.twitter.com/ZHa4qKvK3O,negative
3162,@GWRHelp @TLRailUK Then who ordered passengers to get on the Thameslink train at Gatwick? This was announced over the tannoy at the station! So someone (not TL) knew there'd be tons of passengers heading your way...,negative
895,(Thameslink Update) 06:46 Sutton Surrey to St Albans City due 08:06 - 06:46 Sutton Surrey to St Albans City due 08:06 has been delayed between London Blackfriars and City Thameslink and is now 6 minutes late.,neutral
5947,"@TLRailUK Hi guys, hope you can flag this up please but have had the worse luck to find myself on 700029 with no accessible toilet for four days running. Appreciate if you can do it 👍",neutral
5967,@TLRailUK Hi we’ve got to Hitchin but there’s now an hour wait for a train which we’re really upset about as this is a huge amount of waiting in the cold at the night. Is there anything else you can do to help us get home?,negative
9100,@TLRailUK on the 16:05 from London Bridge to Brighton. No seats available. Any chance of declassifying first class?,negative
6188,@TLRailUK I don’t need to go to east Croydon I am going to st Pancras. Figured it out. You need a new app it’s awful for when trains are delayed. @nationalrailenq,negative
11756,"As there was literally nowhere to put it or sit and wait. My feet were aching, so your colleagues were on the receiving end of my irritability as I was extremely tired and fed-up by this point. It’s not the waiting that bothered me so much, just the fact there was no @TLRailUK",negative
4637,@TLRailUK 6:20 Bedford service from three bridges delayed and getting worse and worse on the journey. No announcements from driver or info on site. It’s Every day. No explanation. Info please? https://t.co/s6baER6pPE,negative
14271,Why does it take a year and a half to connect to Thameslink WiFi..?,negative
2617,@AndyLancasterUK @SW_Help Looks like they've moved over to the ironing board seats like @TLRailUK too. More rooms for us to moooove down the train #CattleCommuters,negative
14193,"What a lovely train operator on the 15:36 to Kings X-Bedford announcing that where the train was due to terminate at Luton (classic @TLRailUK line issues), he’s willing to continue driving the train to Bedford! Happy New Year to him! I’m sure a lot of passengers are grateful 🙏🏻💯",neutral
12600,It seems that folks on ⁦@TLRailUK⁩ can’t seem to get the hang of wearing a mask either. She has it there in case she’s checked but it never made it above her mouth. Must be nice to be special. pic.twitter.com/jZt7cetgCu,neutral
6727,@TLRailUK Lnd St Pancras 2246 to Peterboro was shown to terminate at Finsb Park. So I wait for the 2316 which is shown running. I get to Finsb Park and it terminates. Emptying a full train. I then discover the 2246 did not terminate but continued. Disgraceful!,negative
4237,@SouthernRailUK @TLRailUK The announcement said that the train will go to Sutton with no stop.,neutral
7908,@TLRailUK Why is no one making any announcements?,neutral
3407,@LNER hi folks. I’m booked on your 0833 KGX to Leeds but not going to make it as my @TLRailUK train from Brighton is delayed en route. Your 0903 is cancelled so can I get on your 0933 instead? To whom to I Delay Repay for the hour’s delay if so? Thank you https://t.co/LExDOB7VBp,neutral
4028,@Se_Railway @TLRailUK Bought a ticket yesterday from a @Se_Railway station but was delayed on a @TLRailUK train. Who should I claim Delay Repay from. Thanks,negative
12244,"Having missed my connection at London bridge through delays on @TLRailUK I'm now on @Se_Railway , dressed for the Arctic and did in the direct got air blast of the heaters. If I faint, I'll know why. When the train is crowded it really doesn't need to be made any warmer.",negative
10807,@iandeeley @TLRailUK Big time. Was on a train back from Nottingham Over the weekend. Our ears were bleeding from the endless announcements.,negative
284,"#TLUpdates - Following a road vehicle colliding with a bridge earlier today between Letchworth Garden City and Hitchin, all lines towards Hitchin have now reopened. Some services may still be cancelled or delayed by up to 15 minutes.",negative
6322,@TLRailUK I understand there are delays caused by something out of your control however your management of the trains you could run to stations is appalling and biased to cetain stations. Shame on you we have children to pick up. Trying to get from st pancs to a Flitwick..,negative
4584,@TLRailUK 2/5 At Farr the driver announced he had been asked to run at 5mph to BFR (gave no explanation; station staff at BFR did not know why; no previous train had been asked to do so; the next 3 trains coming from Farr all arrived on time so can’t have been running at 5mph).,negative
438,"#TLUpdates - Some services between St Pancras International, West Hampstead Thameslink and Bedford remain subject to delay and cancellation this evening. ℹ️To check your service and for travel advice👇https://t.co/lUiVbRJvTD",negative
6261,@TLRailUK I left the house at 7:05 and forgot to check so just going to have to wait,neutral
5433,@TLRailUK Any chance of fitting some Thameslink seats that anyone other than a hobbit can actually fit in?? 💺,negative
3112,"@GNRailUK @TfL @LNER ⚠️ #TLUpdates - Lines remain blocked at present. Some services will be altered to terminate at New Barnet on the south end and Welwyn Garden City on the north end, with other services subject to cancellation and delay. ℹ️ Service info, travel advice and ticket acceptance 👇 https://t.co/Aa1Po3O39D",neutral
2553,"@ABCommuters @SouthernRailUK @GatwickExpress @TLRailUK @lloyd_rm Actually GTR don't have a choice - number of tracks is reduced to rebuild so they have to make decisions which services to cut Also not quiet as all MP's had a pack about 3 weeks ago on their local services, & need to cut services has been discussed since project was announced",negative
7105,@TLRailUK Second night in a row with substantial delays. Makes the ticket price increases so easy to swallow.,negative
7189,"@TLRailUK Sorry for delay... yes please do let local management know! He is incredible! We were told the wait for an ambulance would be 5hrs but Ben made sure it came as soon as possible, never leaving my side once. Because of him I was taken to A&E, treated and home within 4!",negative
15779,"@TLRailUK Of course. I’ve attached an image for your reference. Unlike other displays, the longer part of the screen which shows the stops for the journey, coach numbers etc. is not working. I hope this helps! https://t.co/hw1qvzOyUt",neutral
3880,"@RailRunnerDan @Auriga_ZA @Clinnick1 @northernassist @networkrail That would make sense, as most that have been fully refurbished have been the 319/4s which will all become 769s. The 319/3s all retain either FCC/Thameslink interior or part refurbished Northern interior (maintaining the old Northern Electrics seating)",neutral
7614,@TLRailUK They are wearing their mask on their chin (useless) and keeping saying wearing a mask is useless.,negative
6737,@TLRailUK London bridge to east Croydon 45 minutes No announced reason,neutral
9580,@TLRailUK well done. Train gets delayed by train in front and we get thrown off at Luton in the rain when it goes fast to Bedford. Times like this make me want to vote Corbyn just to get you kicked off the franchise,negative
12930,"Now that's progress! Come on other rail companies, what are you waiting for?  @LNER  @SouthernRailUK @GWRHelp @Abellio_UK @AvantiWestCoast @c2c_Rail @CrossCountryUK @arrivanortheast @greatnorthail @greateranglia @FirstHTrains @GC_Rail @TLRailUK @TPExpressTrains @WestMidRailway",neutral
2739,@Buffy5978 @TLRailUK @crapthameslink A seat isn't guaranteed now and never has been,neutral
8030,@TLRailUK You absolute joke. Waiting around for a train for so long. Now the train I am on is cancelled. Waiting for another... Pathetic...,negative
9297,"@TLRailUK someone just took a pee on the floor on the 9.19 from finsbo to stevenage, FYI. Say in the middle of the train in a four person seat",neutral
13940,The seats of the class 700 are very well spaced what I love about the 700 you can walk from one end to the other #Thameslink @TLRailUK moving forward USB charger points ? https://t.co/wgUDoUNbu6,positive
1800,1041 Thameslink train to Peterborough: Delayed - plat 1 1141 Thameslink train to Peterborough: Delayed - plat 1 1111 Thameslink train to Peterborough: expected 1144 - plat 1 1148 Thameslink train to Horsham: Cancelled 1211 Thameslink train to Peterborough: expected 1216 - plat 1,neutral
9654,@TLRailUK what's up with all the cancelled trains to London bridge on the gatwick line... lack of info could of done another route but just delayed messages now for over half an hour... #poor,negative
13047,Protective screens for @LNER staff at Kings Cross. Why can't @TfL or @TLRailUK so the same for their staff. https://t.co/hBVcYIWNMb,neutral
3965,@SadiqKhan @TfL who is in control of Thameslink? It is an embarrassment at how often the sad and apologetic messages at stations have to be played along with the disheartened little voices that make announcements in the train repeatedly having to apologise for delay/cancellations,negative
5108,@TLRailUK @Thamestink2 @delayrepaygenie Unfortunately I see how you are performing every day,negative
12738,Made the mistake by thinking that the @TLRailUK trains would have their air con on but there is nothing. Not one little bit of air and with the addition of no windows to open it is ridiculous https://t.co/WkI2A1xjrz,negative
3527,"@MaldenSaboteur @carolJhedges Thameslink: hours of delay, lifetimes of misery. Probably won them the franchise from this unspeakable government.",negative
9573,"@TLRailUK we put up with the trains being late, now we have to put up with trains leaving early? Just tried to get on the 18:44 WHTL to ST Albans, doors shut and train leaving at 18:42???",negative
15384,@Oldtraindriver I hope they do come back. I don’t commute daily any more but I couldn’t imagine doing it on ThamesLink with the longer journey times and church pew seats.,neutral
15705,@TLRailUK It stopped but the doors didn’t open?,neutral
1395,(Thameslink Update) 20:37 St Albans City to Sutton Surrey due 22:14 - 20:37 St Albans City to Sutton Surrey due 22:14 is being delayed at Mill Hill Broadway and is now expected to be 6 minutes late.,negative
3081,"@GNRailUK @TLRailUK Thanks for the apology. I’m going to Hitchin so can catch the 0735 instead, and the platform is already displayed so I’m waiting there haha!",neutral
29,"""No more trains passing through platform 5. Please use London Underground."" - station announcer, London Bridge. But, when you can actually see the @TLRailUK train headlights pulling in, you really know better than she does. One minute later, I'm moving on a ghost train 🤦🏻‍♂️",negative
4089,"@Se_Railway On the train just behind it, Charing Cross via Sidcup. Maybe instead of wasting our money on useless WiFi, reinvest in male southeastern trains better. Look at Thameslink, very rarely have a delay! I’m now going to be late for work!",negative
13920,"The network is up and running, but as per usual @SouthernRailUK @TLRailUK are terminating trains early, screwing passengers who have already been delayed ages. Information is poor. It’s 2020 and they still cant communicate",negative
7953,@TLRailUK With a long wait! Thankssss,negative
12319,"Hi @RailDeliveryGrp I travelled from Leeds to Brighton last Tues & *both* @LNER Leeds-King's X & @TLRailUK St Pancras-Brighton legs were delayed (about 1hr each). Who do I claim delay repay from? In fact, as the 2 TOCs were roughly equally responsible can I claim from both?",neutral
14374,Your chances of discovering WiFi on a @TLRailUK train are about as rare as finding a needle in a haystack. And it often runs at the same pace as their service - not very fast.,negative
5717,"@TLRailUK Everyday delayed travelling through the core in London. Everyday late for work. Happy to take commuters money, just running the service bit you are not happy about.",negative
7360,@TLRailUK Thanks but it would be helpful to announce when trains will actually arrive not simply inform us that they are delayed. And any idea why all the delays from St P to Stevenage in the evenings last week?,negative
1888,1249 Thameslink train to Brighton: Delayed - plat 1 1258 West Midlands Trains service to Bletchley: On time - plat 1A 1305 Thameslink train to Gatwick Airport: expected 1307 - plat 3 1313 EMR train to St Pancras: On time - plat 3,neutral
6002,"@TLRailUK Hi, just wanted to let you know that some screens in the train to Brighton (arrival at 13:19) are not working. Not all are like this but some. https://t.co/G51uZVHfOM",negative
127,#THAMESLINK Delays of up to 20 minutes at Purley due to passengers causing a disturbance on a train earlier. Services running through the station may be delayed at short notice.,negative
8622,"@TLRailUK hello. I'm on a train from Gatwick to Cambridge. The WiFi won't connect, saying it has too many redirects. Any ideas?",neutral
7749,@TLRailUK We gave up asking for WiFi and the continued retrofitting of tables about a year ago,neutral
545,#TLUpdates remember where there’s a delay there’s a repay most people don’t appreciate you can claim upto 28 days after the delay. But hay here is a handy site that lists all delays for the last 28 days for any give route https://t.co/Fh7tpMQDfK,negative
5107,@TLRailUK @Thamesllink Ahhh ..stuck on the 16.01from Farringdon Thameslink train to Bedford ..near Scratchwood Services ..train broken down in front of us ..blah blah blah ..usual rubbish ...great service ..not ..Tim https://t.co/pSpOy2CNzZ,negative
12734,Loving this real-life online video. #simulacrum (Spotted from a @TLRailUK train window). https://t.co/BXhbL7bn58,positive
13197,"Sitting on a stationary train with a crew, waiting for two trains without crews to move. As I have been for over 20 minutes. WHAT THE ACTUAL WHAT. So pleased I pay so much money for the pleasure @TLRailUK #fuming #TuesdayThoughts",negative
10938,@ladbible There is more chance of getting rabies than actually getting a seat on @TLRailUK @southwesttrain1,negative
2032,1622 Thameslink train to Brighton: Delayed - plat 2 1624 Great Northern train to Hertford North: expected 1627 - plat 8 1628 Great Northern train to Moorgate: On time - plat 2 1612 Thameslink train to Cambridge: expected 1629 - plat 7,neutral
7199,"@TLRailUK St Albans -> London Blackfriars, return. See attached my screenshot of journey (Right Hand Side) and my available options (LHS). As you can see, only toggle option there is collection from station... no key smartcard loading. https://t.co/WyXu8vVELL",neutral
14391,first commute back after my holiday and a man has fainted on my train right in front of me and Thameslink has delays and cancellations. At this point I should just go home 🙃,negative
720,(Thameslink Update)  10:05 Bedford to Gatwick Airport due 12:09 - 10:05 Bedford to Gatwick Airport due 12:09 will be delayed at St Albans City and is expected to be 5 minutes late.,neutral
1559,0212 Thameslink train to Peterborough: Delayed - plat 4,neutral
84,#LondonBridge UPDATE: Emergency services dealing with an incident means no trains to or from Cannon Street currently. @TLRailUK are also disrupted this morning. Charing Cross services are delayed but running.,negative
14966,"⚠️#TLUpdates - Train services running between between Gatwick Airport and Redhill may be subject to cancellation or delayed by up to 40 minutes following a number of incidents. ℹ️Service updates, travel advice & ticket acceptance👉https://t.co/57ZPS26d9Y https://t.co/XxHo8L26Dr",negative
745,(Thameslink Update)  12:19 Bedford to Brighton due 14:43 - 12:19 Bedford to Brighton due 14:43 has been delayed at Luton and is now 7 minutes late.,negative
16851,"You've had a good run over the past year @TLRailUK, there's no denying it 👏 But when you're shit, boy are you *shit*. And that's when you notice you still haven't retro-fitted all the tables, the carriages are dirty, seats are hard as stone and your WiFi sucks bollock.",negative
15568,@TLRailUK @steviebutler You didn’t answer his question? We were stuck on the train for 10 minutes with the doors locked shut before being told at 7.36 that the train was cancelled. We should have been told sooner or at least allowed to get on the 7.34 if we wanted to.,negative
15601,"@TLRailUK Delay repay isn’t going though, any idea why?",neutral
3855,"@RMTunion I thought @SWRRLY were keeping on board guards & just letting drivers close the doors like they do on @TLRailUK (without incidence) Glad I work from home, I hope more people get option to do that thanks to the strikes & less money for you. #CuttingOffYourNoses",negative
14837,⚠️ #TLUpdates- Due to passengers causing a disturbance on a train at London Blackfriars all lines are blocked. Train services running through this station may be cancelled or delayed. ℹ️👇 https://t.co/iYMraBkjSy,negative
4930,@TLRailUK @Se_Railway @sharkey74 Am still waiting at Denmark Hill for two services now. No info on arrivals.,negative
7141,"@TLRailUK So kind of Thameshite to slow a service down for no reason and delay the service a bit more. Well done, give yourselves a pat on the back.",negative
6275,"@TLRailUK I posted a delay-repay form and I said I was over 2 hrs delay. That was a mistake, it's only gonna be just over an hour. Apologies, I looked at 18:57 tabled arrival and I'm going to get home around 20:00. When I was working out the delay I ignored the minutes in error.",neutral
10596,@djpetenice @TLRailUK Not just me then! I tried to explain I was going to write on it before I got on the train but I wouldn’t do it in advance in case of delays/cancellations etc as I’d then change my plans and work from home. Fell on deaf ears and yes - I was treated as a fare dodger!,negative
2948,"@DomeTufnellPark @_beyondtheblack @KilimanjaroLive Much appreciated guys and gals, I should be through the doors when Mr Misery starts, just need to get there first there is no such thing as a quick Thameslink train! Grr",negative
3224,"@HXValley @NetworkRailSE @SouthernRailUK @TLRailUK @GatwickExpress @northernassist Seconded! @northernassist just reel out the same old ""claim delay repay"", but something like this would help customers understand, and maybe even feel sympathy for the issues.",neutral
10467,@capitaliser_PH @TLRailUK TL trains either have tables and WiFi or neither. Both were added to second half(ish) of production run after TL persuaded DfT to fund them.,negative
14340,"Yeah good luck with that tonight. Points failure at Croydon and @tlrailuk revert to their usual rubbish with no Northbound trains, stations closed and thousands stranded. Happy Thameslink Christmas.",negative
5299,@TLRailUK @transportgovuk Absolutely pathetic. 17.04 Thameslink train to Sutton delayed due to points failure. Train then gets diverted to Wimbledon but don't tell anyone until too late to change.,negative
8267,@TLRailUK are you automatically opening all doors at every station so no one has to touch the door open buttons? Could be a good way to stop #COVID_19uk spreading,negative
5018,@TLRailUK @SouthernRailUK pls explain. LB to NorJcn TL service is 21 & 51 past the hour. Southern is 25 & 55 past the hr. TL service usually delayed so leaves same time as Southern service. What's the point? Such close timetabling means in reality 2 services an hour. It's a joke.,negative
4785,@TLRailUK @GNRailUK on the 2000 BIW - Horsham and currently delayed before Stevenage. No announcements. Is there an issue again tonight? Service is slipping again recently.,negative
14876,"⚠️#TLUpdates - All lines are now open with trains starting to flow more regularly. Please note that delay, cancellation and alteration may still affect your journey so check before you travel. ℹ️Ticket acceptance & travel advice👉https://t.co/Qfl5UK72RD https://t.co/FR2L6MCln5",negative
4078,@Se_Railway I didn’t hear any announcements at Blackfriars that it had been reinstated nor did the driver of the dealyed 17:16 bfr to sevenoaks train (thameslink train) advise passengers on the 17:16 that the train had been reinstated 🙄😩,negative
14897,⚠️#TLUpdates - Following a broken down train between Stevenage and Welwyn Garden City all lines have now reopened. Train services running through these stations may be cancelled or delayed by up to 10 minutes. ℹ️Service updates and live departures👇https://t.co/WVE2aJ1ZlZ,neutral
2938,@Discorus @tlupdates @nationalrailenq @TLRailUK @GNRailUK @SMcPartland There are delay across the network. There is reduced service a cross the thameslink and great northern network due to no avalibility of train crew.,neutral
5684,@TLRailUK Done. How long should I expect to have to wait for a reply? Thanks,negative
10934,"@koneill_94 We are waiting on some more information as to when services will be on the move again. There are services running from St Pancras, Farringdon, City Thameslink and Blackfriars. ^Amy",neutral
4469,@TLRailUK 0541 from Meldreth to LKC delayed as train not left depot (which is an obvious reason for delay). Why hasn't the train left left the depot? 😢😠 #tuesdaytruths #trainpain #TrainDelay,negative
8590,@TLRailUK has the crofton park time table changed suddenly? The 08:17 now appears to be a 08:28 service. Is temporary due to delays or is this a permanent change?,negative
5017,@TLRailUK @SouthernRailUK on the 6:03 at ec and it’s delayed due an issue with the doors. Driver says it’s a problem. train arriving to the same destination arrives on another platform. My train is cancelled as the other one leaves at the same time. Now Im stuck for half an hour.,negative
1372,(Thameslink Update) 19:49 Sutton Surrey to St Albans City due 21:22 - 19:49 Sutton Surrey to St Albans City due 21:22 is being delayed at Sutton Surrey.,neutral
16625,Man described as a rail fanatic didn't know that you don't stick your head out the window of a moving train. Govia Thameslink fined £1m over Gatwick Express window death https://t.co/xqw5866rmP,negative
1893,1256 LNER train to Leeds: On time - plat 3 1258 Great Northern train to Moorgate via Hertford North: On time - plat 4 1304 Thameslink train to Gatwick Airport: Delayed - plat 1 1307 Thameslink train to Royston: On time - plat 4 1308 LNER train to Kings Cross: On time - plat 2,neutral
10855,@jimalkhalili I got a months season ticket cost plus delay repay when Thameslink cocked up their new timetable during the summer of 2018.,neutral
15145,@AaronMcC_Zero @TLRailUK The first class seats at the back of every thameslink train are permanently declassified,neutral
9564,@TLRailUK wanted to say that the guy announcing the trains at blackfriars platform 2 right now is doing a great job. Despite the numerous delays he's doing a great job of keeping us updated.,positive
13238,So many people on @TLRailUK and @LondonDLR yesterday not wearing facemasks. Including groups of people without a mask in sight. Unbelievably selfish! No staff patrolling trains to challenge and staff on concourse seem unwilling to approach people. #Lockdown2,negative
2445,2217 Thameslink train to Brighton: Delayed - plat 2 2210 EMR train to Derby: expected 2244 - plat 4 2245 Thameslink train to Brighton: On time - plat 2 2229 EMR train to Derby: expected 2246 - plat 4 2242 EMR train to Nottingham: expected 2257 - plat 4,neutral
9956,"@TLRailUK worst fucking service ever! Train driver announces last minute he train route is being diverted, we have been on the train for 1hour and half with not a single notice of where the train is stopping!",negative
13243,So someone at @TLRailUK Control looked at the schedule and decided that trains needed to catch up because of delay but that noone living at most stations between London and Bedford needed to get home. At least not for a couple of hours. Have I got that right? @HPDCommuters,negative
13989,This morning I have the utter joy of commuting on a rail replacement service followed by a delayed train. Thanks @TLRailUK 😂🙄,negative
10853,"@jilly2502 @SusanJe23074261 @toryboypierce @jeremycorbyn Passenger safety has not been compromised, Thameslink, DLR and the Tube all manage to run safe trains without the need for a guard to open/close the doors.",neutral
12842,NEW: Delays to Thameslink services between London St Pancras International and Luton expected until the end of the day https://t.co/w8vftqrs9A #Cricklewood,negative
13917,"The light is green. I simply cannot trust the train toilet to not alarm if I smoke a cig. And the age of computers, the CCTV half way down the carriage to point at me as I steg it out. Thameslink this, competing with WAGN for this bit of track. At least the toilet works now.",neutral
13771,Thameslink update: District Line: Severe delays between High Street Kensington and Edgware Road due to temporary unavailability of Train operators. GOOD SERVICE on the rest of the line.,neutral
3362,"@Kallumml @tlupdates @TLRailUK He will get off at the next available station and catch the next train. If staff are rude it threatening then you must report them, but if it’s loud harrying announcements that’s what they are paid to do.",neutral
13371,TRAVEL: 20 minute delays and cancellations @GatwickExpress between @Gatwick_Airport and #Brighton and @SouthernRailUK @TLRailUK between #ThreeBridges and #HaywardsHeath following an earlier incident at #Balcombe @SussexTW @SussexIncidents,neutral
10144,@TfL @TLRailUK well done for absolutely no announcements on the fact todays train was not stopping at LBG. Nothing at RID or on train,negative
13978,This half term week seems even quieter than usual. I’ve just got a seat when I got on at city thameslink. Which isn’t a thing ever.,neutral
7696,@TLRailUK Two trains cancelled from Elstree into London and the next two delayed. Such a poor service Thamslink!! Why are there so few trains from this very busy station??,negative
10399,@benedictevans Those Thameslink announcement screens are the best at displaying the most useful information on a limited amount of space 👍🏻,positive
8875,"@TLRailUK is there a lost property office at Brighton station? Passenger left their phone on the seat at Gatwick, I can drop it off there.",neutral
1614,0733 LNER train to Leeds: On time 0736 Thameslink train to Welwyn Garden City: On time - plat 10 0742 Great Northern train to Kings Lynn: On time - plat 0 0751 Thameslink train to Cambridge North: Delayed 0800 LNER train to Edinburgh: On time 0803 LNER train to Leeds: On time,negative
14306,Wifi still Nofi or Lofi on Return journey from Newcastle on @LNER so there is one thing that @TLRailUK does better.,negative
9782,"@TLRailUK why did the 18.06 that was already late just wait an additional 5 minutes at Gatwick to make us later? Every single journey this week your trains have been woefully poor. Not just a couple minutes, it is unacceptable. When will it improve???",negative
14952,"⚠️#TLUpdates - Thameslink services may be subject to delay, cancellation and alteration due to an earlier failure of the electricity supply between St Albans and Bedford. ℹ️Service information, ticket acceptance & travel advice👇https://t.co/6poER0TxHc",negative
4911,"@TLRailUK @RailDeliveryGrp @LNER Well, delay wasn't *caused* by a TOC (person on line at Finsbury Park which obv affected both services) but as @LNER was ~1hr late into KX I'm claiming from them as suggested. But your service was then held at Gatwick for more delayed train to overtake, leading to extra delay!",negative
10149,"@TfL You should open more important debates here, like talk about something that is a real matter from us (your millions of clients), for example letting @uber operate in London!!!, They don't go on strike and don't have @TLRailUK delays every week!!!",negative
4762,"@TLRailUK @GNRailUK Further to my previous tweet about doors not opening on “short platforms” I can show that the new trains at Hornsey and Harringey CLEAR THE PLATFORM! Why do these two doors, closest to the stairs, not open?! #railfail #thameslink #greatnorthern #commonsense https://t.co/VkBSFhtvxh",neutral
5775,"@TLRailUK Get a grip! 1116 ex LBG to Cambridge leaves over 20 mins late, no apology on platform or train, a welter of conflicting claims on the platform display screens and onboard robot announcements that it will call at stations which the platform screens say that it will not.",negative
831,(Thameslink Update) 04:13 Bedford to Three Bridges due 06:09 - 04:13 Bedford to Three Bridges due 06:09 has been delayed at Luton and is now 6 minutes late.,negative
16440,Govia Thameslink Railway have been fined £1m because a man stuck his head out the train window and got killed. Is it really necessary to stop people behaving like morons?,negative
16727,Thameslink coming through the AC 😍,positive
1861,1154 Great Northern train to Watton-at-Stone: Delayed - plat 8 1154 Thameslink train to Peterborough: expected 1208 - plat 7 1208 Great Northern train to Moorgate: On time - plat 1 1208 Thameslink train to Horsham: expected 1209 - plat 2,neutral
7719,@TLRailUK WHYYYYY can’t I just have ONE DAY where a train isn’t delayed or cancelled !!?!?! This really getting out of control man.. UGHHH🤬🤬🤬🤬🤬,negative
13084,"Ridiculously uncomfortable journey on @TLRailUK this morning. Abbey wood to London bridge far too many people crammed into carriage, no room to move, ended up being pressed against the window/door almost touching someone else's lips #ridiculous #healthandsafety #unacceptable",negative
903,(Thameslink Update) 06:59 Orpington to Luton due 08:50 - 06:59 Orpington to Luton due 08:50 has been delayed at Bickley and is now 14 minutes late.,negative
8280,@TLRailUK as your train doors open automatically between London Bridge and St Pancras could you do this for other stations during the current crisis to avoid potential cross contamination for key workers?,neutral
13037,Poor service today by @TLRailUK train cancelled and waited for next after being told by staff would 100% be in service to find out it wasn’t. Missed a personal appointment and spent 1 hour on a platform far from home  #poorlondontransport @TfL https://t.co/r1FLg6CiQl,negative
10015,@TLRailUK you need to start policing your trains from Gatwick. Sick of selfish travellers who take up seats with their luggage!,negative
4705,@TLRailUK @BBCNews @SussexNewspaper I have condensed working hours agreed. If I do them Mon-Thurs I get Friday off with my 9 month old daughter. Your continuous delays and crap service mean my daughter has to go to nursery an extra morning for me to make up my hours! #missingout,negative
8640,"@TLRailUK hi - how long before all your trains have WiFi? It’s 2019 and I’m on a train with no power sockets, seat tables or WiFi. Why?",negative
9971,@TLRailUK wtf Thameslink!? St Albans is f***ked! Also... please stop telling us that ...’to ensure a timely departure doors will shut 30secs before it leaves...’ get your trains here... then blame us for late departures yeh? https://t.co/Rz4BcvtTpE,negative
2784,@CharliesStA @TLRailUK Not good. No consideration. Are you plugging in at the shop...?,negative
13336,TRAVEL: 10 minute delays @TLRailUK Northbound between @Gatwick_Airport and #Redhill due to a signalling problem @SussexTW @SussexIncidents,negative
3931,"@RogerProtzBeer Also @TLRailUK no one at Brighton to help with wheelchair and drunken noisy men made journey unpleasant. Apart from when they started singing .... truly worst karaoke ever! Sweet Caroline, Shine, Come on Eileen,",negative
2735,"@BrickellKatie @TLRailUK they do this all the time, late running trains cut out loads of stations, it then arrives at its destination closer to the published arrival time, if not on time. Did it this morning due to delays. Take note @grantshapps all is not as it seems when performance stats are printed.",neutral
3945,"@SP_2K20 @RailwayGreat @TLRailUK Hi there, I'm very sorry to hear this, if your overall journey is ever delayed by 15 minutes or more, then please do claim delay repay > https://t.co/pYc8yIbPIy ^Hannah",neutral
10473,"@catherinerusse2 @TLRailUK I don't know how you and everyone else copes with this rubbish, but for it to happen today of all days, hope you get home really soon.",negative
4592,@TLRailUK 22.51 STP to BDM delayed for seemingly no reason and no explanation. Very frustrating at this time of night,negative
9604,@TLRailUK what does it mean when the train beeps 5 times?? (class 700) we were moving at the time so it defo wasn't the doors,neutral
11527,@warudast @tlupdates @TLRailUK Take a seat big dog,neutral
11662,"An epidemic sweeping #Britain, I've noticed this time, is young folks keeping their feet on seats, with footwear on In this case, 2 days ago on @TLRailUK from #Gatwick to #LondonBridge, the lad was reprimanded by a lady but he refused to put his feet down #rude https://t.co/C58jP538Ox",negative
3424,@LWalsham @tlupdates @TLRailUK @SouthernRailUK @delayrepaygenie 👍 Glad you like it. Happy #Grumping!,neutral
6797,"@TLRailUK My train has still not left London, and later trains are now delayed? Can you tell me when the next Biggleswade to Peterborough train will arrive?",neutral
14631,⚠️ #TLUpdates - Following a fault with the signalling system earlier today between Swanley and Shortlands all lines are now open. Residual delays are still expected whilst we return to normal working service. ℹ️ Full details 👇 https://t.co/iYMraBkjSy,negative
13817,Thanks #Thameslink for being so intelligent that you decided not to open and of your doors for my stop at Farringdon this morning. Ensuring I had to run to correct your mistake,negative
12923,"Nothing like sprinting for 7mins for a 1am train and seeing the doors close (on time) right in front of you. And then seeing it's a 51 minute wait for the next train, which is 13 minutes late. #thameslink",negative
8686,@TLRailUK hi there. Whereabouts do you list train cancellations or train stop cancellations to delayed services? Thanks,negative
10856,"@jmcomms Thameslink just can't catch s break seems that only one journey in ten is on time and not delayed . I can't remember the last time I caught a littlehaven to Horsham train and it was on time ,",negative
5129,"@TLRailUK @Wllis4Wllis When you think about it, “Residual delays in the area” is a really crap excuse. “The train is delayed because of delays”? That’s like telling kids “It is because I said so”",negative
7873,@TLRailUK Why are you so utterly rubbish?,negative
14650,⚠️ #TLUpdates - Following trespassers on the railway earlier today between New Cross Gate and Norwood Junction all lines are now open. Services running through these stations may be delayed whilst we return to normal working. ℹ️ Full details 👇 https://t.co/iYMraBkjSy,negative
