,text,topic
11490,@toongirl @TLRailUK Still waiting,delays
11491,@toonpaulward @tlupdates @TLRailUK Additional industry compensation is a separate application process. And don’t put too much faith in “auto” delay repay. It’s only “auto” when it suits them.,delays
11492,@tori_b_l @TLRailUK Bailed and got on the tube- now there are delays here too. @TfL you’re a disappointed today.,delays
11493,@tprstly We're sorry to announce that the 9:01 thameslink service to blackfriars has been delayed by approximately 17 minutes.,delays
11494,"@trainmad25 @TLRailUK Hi Simon, trains from Rochester to Victoria are delayed by the heavy flooding still, but there is a service expected to arrive at Rochester at 10:40. ^BS",delays
11495,@trainsimserver @TLRailUK Believe the answer is yes - look for bike symbol by relevant set of doors (station staff can probably advise where it should be on the platform for your specific departure),none
11496,@trainslate @tlupdates @TLRailUK They have to cancel them to make figures look good over delaying them 😡,delays
11497,@transportgovuk @SW_Help Mark the floor all you like; try enforcing it on the 0752 to City Thameslink.,floor
11498,@transportgovuk @TLRailUK No point making entry and exit to the station and ticket purchase quicker if @TLRailUK are still holding the franchise. Been delayed an hour every day this week and you're not doing anything about getting rid of them.,delays
11499,@transportgovuk Meanwhile... Thameslink passengers have to put up with the piss-awful cattle-truck 700's. I seem to remember 18 months ago PROMISES by GTR that you were retro-filling tables to the 700's that don't have them. They were obviously lying about that eh?,tables
11500,"@travelling_wolf @MrTimDunn @JackDeeth @NetworkRailLBG @TLRailUK It's because the trains have high floors... The hump is the bit where the platform has been deliberately set ""wrong"" to give level access. It's at the right height everywhere else.",none
11501,"@trevwash Hi there, yes there are some slight delays due to a failure of the electricity supply at City Thameslink. If your overall journey is delayed by 15 minutes or more, then please do claim delay repay here > https://t.co/bEuo0tIgxA ^Hannah",delays
11502,"@trm234567 My first visit too, unless you count looking thru the window of a thameslink. (Lion and the Unicorn pub, if you ever need a stop off point.)",none
11503,@tya_x09 There’s heating on Thameslink https://t.co/KmSuhHpiJw,hvac
11504,"@uk_rich @tlupdates @TLRailUK @NetworkRailSE Hey There! A Train Fault could be many different faults on a train that are difficult to explain for Example : The 10:35 From Eastbourne Is Cancelled or Delayed Due To a Fault On This Train, it could be the specialist Equipment or a Traction Fault or a Defect! Hope This helps.",delays
11505,@underpassmural looks like the graffiti has begun. Can’t @networkrail or @TLRailUK install cameras? Many hours of work went into that mural! @HerneHillSoc @HerneHillSoc @hernehillforum,vandalism
11506,"@ursus262 And it's worth noting that Thameslink is one of the most unreliable rail providers in the country.Regular delays / cancellations, and often the station stops change during the journey.",delays
11507,"@ursus262 The Hertfordshire pile-ons are not the one 😂 certainly not virus-friendly.I noticed that Thameslink also ripped out the carriage tables and made the seats narrower too.All about packing commuters in, like sardines in a tin.",tables
11508,@usuallyCalmMike @tlupdates @TLRailUK Confused about this train. Was showing as running from Blackfriars so ran there from CTK and it is now showing delayed https://t.co/rUMK7VDEjS,delays
11509,@usuallyCalmMike @tlupdates @TLRailUK I think the train I am now on was announced as 18.59 but it turns out to be 19.06 not stopping at BAB.,none
11510,@valuesdoc @TLRailUK Delay meant I completely missed the @EY_Foundation event I was heading to and returned straight to Cambridge. Disappointed but there are worse things!,delays
11511,@vegan_yoga_han @TLRailUK I find it weird that the ones without tray tables dont have wifi either. How can it be Tray Table = Wifi.,wifi
11512,@vegan_yoga_han @gerrybuk @tlupdates @TLRailUK And ironically the delay repay site doesn't work either. Can you be any more useless. https://t.co/cfsBOyNBa1,delays
11513,@vegan_yoga_han @gerrybuk @tlupdates @TLRailUK I just want the trains to run close to on time. I am even satisfied now with a few minutes delay or the odd lengthy explained delay now and again. Its just consistent long delays with no explanation or information that grate on you.,delays
11514,@venketeshrr @BBCWorld Correct answer. Next question for another soon to be useless pound sterling. How many services of the Govia Thameslink Railway and the Northern rail were delayed or cancelled betwe3n May and June of 2018 ?,delays
11515,@vernhorsley @TLRailUK They will take away seats next like they did the tables on the back of seats,none
11516,"@version3point1 @slipstreamjc I sometimes wonder if there are as many camps of thrash appreciation as there are types in the game, e.g. I would die on a hill of Thameslink-era 319 AC motor thrash, most others would not. I have now said too much and I will step away.",none
11517,"@veryshabbychick @TLRailUK @NetworkRailSE Hey There, Please Scroll Up For Updates and Keep Checking the On Platform Screens or here on twitter! The #ThameslinkTeam and @NetworkRailSE are Working very hard to get the network Moving again as quick as they can.",station
11518,"@veryshabbychick @TLRailUK @NetworkRailSE I Understand, If you were booked on one of the Thameslink Services you can claim Delay Repay. Head Over to : https://t.co/SLaSIRMH8I I do Very Much Hope you get to where your need to soon",delays
11519,"@viablesquirrel @TLRailUK If you miss it because of another train being delayed, Ashleigh, travel on our next service but make a new reservation here bit.ly/2sXOjT6 ^JT",delays
11520,@vickyshields @tlupdates @TLRailUK Normal seats are like concrete the first class ain’t any better bricks and concrete there just cattle carts really,seats
11521,@vickyshields @tlupdates @TLRailUK Yep correct a joke. My back plays up now never had it before I think it’s from sitting on concrete seats. I’ve seen passengers bring pillows to be more comfortable,seats
11522,"@virbeatum @TLRailUK But at least I'm cramped, uncomfortable and nowhere near a table so I can't get the work done I'd planned, so there is that.",tables
11523,@volanteus @tlupdates @TLRailUK Sorry to hear of your delay... Unfortunately we don't give a shit about it... Mother Nature struck again... https://t.co/ityGG6Iy3C,delays
11524,@wake_harry Hi Harry. Apologies for the delays to services this evening. An obstruction (a bag) is causing delays to Thameslink services as they run southbound through the central London core. ^Alex,delays
11525,"@wallaceme @TLRailUK @EssexCanning There's no technical capability on Class 700s. Mainline trains are built for 'door release' not 'door open', likely as a legacy of slam doors. From a safety perspective, having the person about to step out onto a main line in control of the door is a good thing. I use my elbow.",train_general
11526,@warudast @LNER @TLRailUK It shouldn’t take the place of announcements though as not everyone can see the screen!,none
11527,@warudast @tlupdates @TLRailUK Take a seat big dog,none
11528,@warudast Service declassification will be shown on the boards or announced. Full details on where first class is and isn't in operation can be found here https://t.co/VWNl9cr7kO ^Alex,service
11529,"@waspboro1 Hi there, apologies for this. Services are subject to disruption following an earlier incident at Farringdon, that has caused delays and cancellations across the Thameslink routes. ^Jack",delays
11530,@watchvideosoul @SouthernRailUK @Se_Railway @SWRRLY @BTPLondon @BTP @TLRailUK @TfL @TfLTrafficNews @TfLRail @LDNOverground No masks allowed at Barnard Castle,covid
11531,"@wayne_douglas @SouthernRailUK @TLRailUK @GatwickExpress ... before they can move in. People on sites have different competencies which allow them to do different jobs at different times and yes, sometimes they do have to wait until it's their moment to act. We have a milestone plan in place for the work on #BrightonMainLine and.. 2/",none
11532,"@wayne_douglas @SouthernRailUK @TLRailUK @GatwickExpress Hi there, people on work sites don't take breaks standing around on the railway. As with all engineering, there are periods where not everyone is lifting or carrying or doing obvious ""work"", but they may be waiting for a piece of equipment, or a certain job to be finished... /1",none
11533,"@waynechadburn @RailSafetyWeek @northernassist @RAIL @BTPRams I commute on Thameslink and have moments of deep, sheer hatred, such as when they announce a platform change after the train has already arrived and I miss it. I have still never felt the urge to be violent to staff.",station
11534,@wendyburn @RachelMoll @laurevans311 @TLRailUK @LNER They gave me and some doctors who responded free meal and seat upgrades.,none
11535,@whtimes @TLRailUK Waiting for a driver for the 07:29 service to Bedford.,delays
11536,@wigglymittens Solidarity! I also get up at 6am and leave work at 4.30pm. I missed the chaos today though as I was taking part in a subtlemob in Covent Garden and getting on Thameslink at St Pancras meant I even got a seat...,none
11537,"@wigglymittens Well I didn't leave SPH til gone 8, but no GTW XPress. So on a shitty Thameslink all way up to LB. And these are the ones that do my f/ing back in with their crap seats.",train_general
11538,"@will_gane @EdMcConnellKM Absolute spin, how can it be that high with all of those negative ratings. Thameslink messes up once/twice a week as well and I pay £3k a career for a service where I can’t get a seat and services regularly delayed and cancelled.",delays
11539,"@willquince Good news - there is no excuse, particularly when thameslink trains who have been offering and advertising 15min delay repay for a while now.",delays
11540,@winterludes Thameslink services are also subject to some delays as the signal fault is between East Croydon and Gatwick. ^Amy,delays
11541,"@wishforsnow1980 @TLRailUK oh, sorry about at that, we have been pushing the message about the changes, at stations, on here, the website and announcements for the trains affected. This time table will change in May next year so put a note in the diary 😉 ^CH",station
11542,@worldwidewil80 @tlupdates @TLRailUK Don't forget delay repay and get you 68p back 🤣,delays
11543,"@worthinghornet @roger_c_perkins @TLRailUK @SouthernRailUK @PrideBrighton @BBCSussex @bbcsoutheast Huh? People want to take train home. Doors open, people get on and then off at their local station.",none
11544,"@wrongfield @Sam_Ayres @TLRailUK Maybe it’s due to a police incident and a terrorist risk, or is the delay more important?",delays
16295,@xCriticalBeast @Se_Railway Didn't think those old trains had air con. I'd rather get off at london Bridge and jump on a @TLRailUK train to Gravesend 👌🏻they have AC,air conditioning
11545,@xSklzx_Dokkaebi @TLRailUK soz i thought throwing shit at the wall would tell me what the wifi password was,none
11546,"@xcathyx1x Apologies again Catherine, this @TLRailUK service was delayed due to a shortage of train crew i'm afraid. You should be arriving into Greenhithe now ^CC",delays
11547,"@xcathyx1x Sorry for the delay on this Thameslink service, This train has been delayed by a shortage of train crew. ^CC",delays
11548,@xebykceb @TLRailUK @DarwinAwards Don't people's parents tell their kids not to lean out of the windows of moving vehicles any more? 😂😂😂,none
11549,"@xeepo @TLRailUK @TLRailUK Last month, and many beforehand. Screenshot example below. https://t.co/FAqY1QhRgx",none
11550,"@xeepo @tlupdates @TLRailUK on the PIS you can take intermediate stops out, add stops in but not the terminus station if you wanted that driver would have to stop, reset trip data and leave screens blank",service
11551,@xxx_anders Ttravelling with @TLRailUK Thameslink. Not delayed?,delays
11552,"@yoda_burrelll @jo_regular @tlupdates @TLRailUK Not strictly true. @networkrail cause 2/3rd of delays, is state owned @TLProgramme upgrades funded by tax and passengers, generally failed to deliver punctuality and reliability, check the official figures, 1/3-1/2 of all trains are late, but I can't get delay repay #selloff",delays
11553,"@youlovefashion @thameslink Oh this is so tough. You need to ask very loudly for a seat, as hard/embarrassing as it feels, people just don't look up. I always found it awkward but by this point you really need it & priority seats are there for a reason!",none
16296,@zabouartist @brescia_david @TLRailUK @CamdenCouncil It’s beautiful and give a lovely msg to us! Graffiti is Art!!! Well done beautiful job !!!,none
11554,"@zainyk @TLRailUK Hi Zain, I am very sure. My team write the timetable. The number of trains is progressively increasing as our own colleagues overcome Covid but we are not operating the full service yet. Pre Covid we were running 20 trains per hour in the peak.",covid
11555,@zainyk @TLRailUK Trains are not more frequent than pre lockdown. The number increased last week to around 85% of pre Covid levels. Further restoration of services planned in September and December.,covid
11556,@zeireen @TLRailUK Its safer to always assume with Thameslink there will be delays and cancellations and just work backwards from there.,delays
11557,@ziggiszafranski @TfL @SouthernRailUK @TLRailUK @STIBMIVB Horrific! I was stuck in Ascot waiting for strain to Waterloo after they cancelled 2 trains! Sympathy!,delays
16297,@zoekennedy @TLRailUK They don’t take in phones with cracked screens?,none
11558,"A @TLRailUK driver for 20:22 LBG - HRH told everyone to leave train for another one due to comms failure despite that being cancelled, then drove off 20mins later with an empty train with no announcement it was sorted. Plenty of angry, delayed people as a result 😡",delays
11559,"A ThamesLink Staff member came down stairs from Underground entrance. Asked where I was going (Woolwich Arsenal) & showed me that the gap is narrower at carriage 4 - it's not clear that the gaps are different looking along length. I'm on, but the v. slow help delayed departure.",delays
11560,A big thank you to @NetworkRailSE or @TLProgramme or whoever decided to install wooden seats at London Bridge station. Nobody wants to sit on the traditional metal/steel benches in freezing cold winters (one bad example is @TLRailUK Blackfriars station). https://t.co/tN8R3LKFtM,station
11561,A big thank you to @thameslink for closing the doors on the 4.21 to Gatwick airport over a minute early and leaving the platform at 4.20 with over 45 seconds left - great train service as usual :facepalm:,none
11562,A bit rubbish @TLRailUK to cancel both the 16.39 and 17.09 from CTK to PBO on a Friday during rush hour.,delays
11563,A chilly reminder to product designers this morning that #design is about form AND function. These solid metal waiting room chairs were unusable at #bedford station today with -5C temperatures this morning. #railways #thameslink https://t.co/V7CxEfOTF0,station
11564,A classic 3-seat manspread on this Thameslink train. #manspreading https://t.co/nRGKCyEm7o,none
11565,A complete shitshow from @tlrailuk. Why has the so called express train not run at all since Friday? U guys r part of most incompetent & untrustworthy network. #thameslink #thameslinkexcuses #thameslinkfail #railplan2020 #TrainDelay #delays #bedford #london #commuter #frustrated https://t.co/rt75hPzNc6,delays
11566,A consequence of poor wifi on @TLRailUK is that I often switch Wi-fi off on my phone and use my own date. Problem is I keep forgetting to switch Wi-fi back on at home and work so I have slow connections and go over my data usage. Wonder if I can claim back? https://t.co/OZawqGomzv,wifi
16298,A disabled woman had to jam her wheelchair between a pair of train doors so she could leave a ‘nightmare’ journey. https://t.co/WLYDJXrER2,none
11567,"A fault with the signalling system between #ThreeBridges and #gatwickairport is causing disruption to journeys through these stations. Trains may be cancelled, delayed or revised. #SNUpdates #TLUpdates #GXUpdates",delays
11568,A good start to the day. My Thameslink train is being delayed at Hermes hill due to a problem ahead of us. No more info at the moment.,delays
11569,"A great #buytolet property with character: 2 bed victorian flat for sale with wooden floors, high ceilings and tiled fireplace in #northwest London. Easy access to the tube (Northern, Jubilee, Metropolitan), Thameslink and Overground. #invest #property #london #whampstead #nw6 https://t.co/FCXOoD1Qfh",none
16299,A journey consisting of @greateranglia & then @TLRailUK = inevitable delays 😴😴😴😴 Not even any announcements when they spontaneously decided to not call at my stop anymore. Wonderful stuff....,delays
16300,"A man leaned out of a train window & died Govia Thameslink fined £1,000,000",none
11570,A manspreading double bill on the commute today: 1. The guy next to me on the Thameslink I told off for his wandering knees 2. 3 guys in an almost empty carriage who sat 4 or 5 seats apart and kept up a noisy chat til 2 women sat down next to each other between them #ComeOnDudes,none
11571,A massive thank you to the driver of the @TLRailUK 18.26 from Blackfriars to Bedford. Quite a few of us running to catch the train and he made sure we all got on before leaving. Saved us a 20 minute wait in the cold. Great customer service. 👍,delays
11572,"A new low for @TLRailUK Delays. Standard The 00.09 is due in 5 minutes. The 00.22 has arrived and has announced it'll be waiting for 9 minutes. Delaying the already late train by a minimum of a further 4 minutes Actually, that'll take it over the 15 delay repay threshold. Great!",delays
11573,A new report has named Govia Thameslink Railway one of the worst across the country for delays in 2018: https://t.co/x5foH9ReVy #CapitalReports https://t.co/UpEul0bgqd,delays
16301,A new year but Dane old @TLRailUK with train cancelled due to a ‘fault’. Who bought this Siemens rubbish? @transportgovuk,delays
16302,A new year but Dane old @TLRailUK with train cancelled due to a ‘fault’. Who bought this Siemens rubbish? @transportgovuk,train_general
11574,A number of stations from Gatwick to Bedford have been out of service coz of lights not working on some parts of stations. This after yesterday's long delays & delays essentially every day. You thought #FailingGrayling was bad? Say hello to @grantshapps #thameslink #ToryBritain,delays
11575,A pristine one bedroom 1st floor flat available to #rent from the end of March. Ideally located close to local shops and Thameslink station. Furnished. Call us today to book your viewing 020 8455 1014 https://t.co/DOSPXYxtyU #estateagent #PropertySearch #ToLet https://t.co/NHV9E8wvPM,tickets/seat_reservations
11576,A pristine one bedroom 1st floor flat available to #rent from the end of March. Ideally located close to local shops and Thameslink station. Furnished. Call us today to book your viewing 020 8455 1014 https://t.co/DOSPXYxtyU #estateagent #PropertySearch #ToLet https://t.co/NHV9E8wvPM,none
16303,A rail firm has been fined £1m after a passenger died when he put his head out of a train window https://t.co/S0jnuEnn4Q,none
16304,A rail firm has been fined £1m after a passenger died when he put his head out of a train window https://t.co/XHoi4B5g4i,none
11577,"A sanitising product, used by Transport for London and Govia Thameslink, is withdrawing its claim that it can protect surfaces against germs for 30 days 🦠Read more ➡️ twinfm.com/article/tfl-sa…#TFL #FM #FacMan #Sanitiser #Commute #TrainTravel #COVID19 #Coronavirus #Hygiene https://t.co/9J2bUEzTfB",covid
11578,"A sanitising product, used by Transport for London and Govia Thameslink, is withdrawing its claim that it can protect surfaces against germs for 30 days 🦠Read more ➡️ twinfm.com/article/tfl-sa…#TFL #FM #FacMan #Sanitiser #Commute #TrainTravel #COVID19 #Coronavirus #Hygiene https://t.co/fPReU3DQup",covid
11579,"A sanitising product, used by Transport for London and Govia Thameslink, is withdrawing its claim that it can protect surfaces against germs for 30 days 🦠Read more ➡️ twinfm.com/article/tfl-sa…#TFL #FM #FacMan #Sanitiser #Commute #TrainTravel #COVID19 #Coronavirus #Hygiene https://t.co/wsAdKHNqk0",covid
11580,A shout-out for Peter - station announcer on Platform 4 at #LondonBridge station- calm measured and keeping London moving @SouthernRailUK @thameslink - thank you Peter!,station
11581,"A spare seat, on a ThamesLink train? That's rare!",train_general
11582,A tip if you didn’t know - the Thameslink trains with tray tables have free WiFi 👍🏻 https://t.co/9ochYImDlq,tables
11583,A tip if you didn’t know - the Thameslink trains with tray tables have free WiFi 👍🏻 https://t.co/9ochYImDlq,wifi
16305,"A train company has been fined because a sign saying not to lean out was not displayed clearly enough. Tragic, but come on, people need to take some responsibility. Thameslink fined £1m over Gatwick Express window death https://t.co/jLlVXZD6aH",none
11584,A train operator has been fined £1 million for the death of a passenger who put his head out of a carriage window. https://t.co/LaxxVmI2KD,none
16306,A train operator has been fined £1 million for the death of a passenger who put his head out of a carriage window. https://t.co/LaxxVmZDCb,none
11585,A very helpful @TLRailUK driver just now only set the recorded announcement to say that the doors in this coach would not open at Norwood Junction as the train came to a halt. Then 30 seconds later the train departed. The people that wanted to leave are now going to London Bridge,none
11586,"A year ago today the @TLRailUK #railplan2020 chaos began. A year later and we still don’t have the timetable we were promised, less trains, longer journeys, just as many delays, useless weekend service and higher fares - and @Conservatives @transportgovuk have done NOTHING!",delays
11587,"AGM ALERT - AGM ALERT - AGM ALERT @RRDRUA hold their AGM at Harlequin Theatre Redhill at 7:30. Can join at door, see website for details. @SouthernRailUK @TLRailUK & @NetworkRailSE will be there to answer your questions & update us.",none
11588,"Aaah the ole ""stuck behind a slow running Thameslink train"" excuse on today's #gatwickxpress #southernfail #delayrepay #delayexcusebingo @GrumpNow",delays
11589,"Able Estates are delighted to bring this CHAIN FREE 2 BED GROUND FLOOR APARTMENT to market. Ideally located WITHIN THE IMMEDIATE VICINITY of Abbey Wood Station (BR, Thameslink, pending Crossrail Link) as well as SHOPS & SCHOOLS. https://t.co/vPPjwtup2K https://t.co/6WpI4jffCk",none
11590,About to collect a tube seat from a man on a Thameslink train. There’s a sentence I thought I’d never use.,seats
11591,Absolute bloody shambles from @TLRailUK. Been over half an hour delayed (on a normally 40 min journey) twice already this week and today they just decide to leave the platform early.,delays
11592,"Absolute chaos at London Bridge, left waiting 40 minutes for a train to East Croydon only to be told it has been cancelled- even the station staff don’t know what is going on- numerous trains delayed before being cancelled #Thameslink customers are not being kept informed",delays
11593,Absolute disgusting! @TLRailUK Your delay repay team is horrible!!! I hope Thameslink will be banned from London for the next 100yrs! Thameslink has the worst delay compensation ever!!!!!,delays
11594,"Absolute nerve of @TLRailUK to reject #delayrepay claim the night when @mrdansmithy and I were detrained – with no info, bus replacemt or staff – at St Albans shortly b4 midnight and ended up spending £40 to get back to Luton in a taxi taking 2 other stranded passengers for free. https://t.co/qm9zIBHk27",delays
16307,Absolutely disgusted with @TLRailUK and their non working doors on my train. I’ve now had to miss my stop to Bedford and it’s gonna take me an extra hour,doors
11595,Absolutely shocking service from @TLRailUK announcing a platform alteration at Blackfriars as the train was pulling into the station making people run across.,none
11596,Absolutely shocking service tonight. waiting for delayed 19.29 West Hampstead to FLT. freezing cold waiting for it. Train was too overcrowded. Then get told by the driver that the train will now be going fast to Bedford and to get off at LUT for the next train! @TLRailUK,delays
11597,According to @TLRailUK no such delayed happened so no compensation. Think you need to check your systems better before declining a delay repay https://t.co/11Ap3RoSGW,delays
11598,"According to @TLRailUK, this major station, which regularly suffers from overcrowding, is only worthy of one train every half hour, while they run several through without stopping. Sometimes not everyone can fit on the train so we have to wait 30 mins for the next one. https://t.co/NwIv1ZwKou",delays
11599,Actual footage of #StormGareth making all @TLRailUK trains delayed today https://t.co/mKHkOUEDRS,delays
11601,Actually could your alerts actually work for the delay repay? How’s about you try to make it easier to actually claim instead of filling out this prolong form every day? Typical of @TLRailUK,tickets/seat_reservations
11600,Actually could your alerts actually work for the delay repay? How’s about you try to make it easier to actually claim instead of filling out this prolong form every day? Typical of @TLRailUK,delays
11602,Advance Warning - NO Trains along Redhill route late Saturday night (after 11pm) and all day Sunday (8/9 June) Buses to all stations. Would be good if @TLRailUK and @NetworkRailSE made some announcements & told us what they are doing.,none
11603,Advance tickets: it sometimes pays to wait @se_railway @tlrailuk https://t.co/k2FoIdn2Q7 https://t.co/wK0g8jG48x,delays
11604,Afte 2 month I got an @TLRailUK train with Wi-Fi!!! When do you have Wi-Fi on all your trains?! Also London suburban services!,wifi
11605,"After a relaxing few days away, always a joy to hit Gatwick Airport station with a @TLRailUK cancellation, rubbish next train information and sarky platform announcers (possibly not aware how bad the next train info is)",delays
11606,"After a relaxing few days away, always a joy to hit Gatwick Airport station with a @TLRailUK cancellation, rubbish next train information and sarky platform announcers (possibly not aware how bad the next train info is)",station
11607,"After all this time the air conditioning is still rubbish on the new @TLRailUK Thameslink trains. Hot at the start of the journey then after about 20mins wallop you hear the air con come on suddenly and within minutes it’s freezing! Twice a day, every day! Ridiculous!",air conditioning
11608,After all this time waiting for new replacement trains on Great Northern... Today a shiny new Thameslink train pulled up #trains #london #greatnorthern praise thee. #commute,delays
11609,"After criticism of the paltry bike spaces in new trains, Thameslink experiment with roof-racks",none
16308,"After listening to passenger comments, Thameslink asked Network Rail to replace the four older screens so that more information could be provided. railadvent.co.uk/2020/07/new-sc… #trainspotting #railway #news #train #rail #travel #london #stpancras",announcements
11610,"After overhead railway line damage last week at West Hampstead due to the extreme heat, Network Rail say there's to be more delays on Monday as 2km of wires are being replaced. East Midlands Trains should be back to normal but Thameslink trains likely to face delays #HeartNews https://t.co/Qq2AyBNzTz",delays
11611,"After overhead railway line damage last week at West Hampstead due to the extreme heat, Network Rail say there's to be more delays on Monday as 2km of wires are being replaced. East Midlands Trains should be back to normal but Thameslink trains likely to face delays #HeartNews https://t.co/zwFMr17h6H",delays
11612,"After the second near-two-hour train delay in three days, I am delighted to say that for the first time in months, there is actually a seat available on the @TLRailUK 7.04am to London Bridge! I shall celebrate by sleeping.",delays
16309,After waiting ages they announce another train is leaving. I was slow getting off but other people got off. We left. They’re still on the platform. Livid no doubt. Watch out Thameslink #incoming,delays
16310,After waiting ages they announce another train is leaving. I was slow getting off but other people got off. We left. They’re still on the platform. Livid no doubt. Watch out Thameslink #incoming,service
16311,"After yday’s ghost train, no sign today of mass remote-working by Thameslink commuters. Cramped conditions not helped by SIX fold-up bikers in my train carriage, taking up all the standing space by doors. Do they need to hold a Lycra convention here? Why not spread out?",wifi
11613,Afternoon @TLRailUK Any chance you could get this very offensive and violent graffiti logged please that’s in the toilet . Unit 700046 Vehicle 411046 https://t.co/VccwW3ZgED,toilets
11614,Afternoon @TLRailUK Any chance you could get this very offensive and violent graffiti logged please that’s in the toilet . Unit 700046 Vehicle 411046 https://t.co/VccwW3ZgED,vandalism
11615,Afternoon @TLRailUK FYI 700034 none of the onboard screens seem to be working in any of the carriages.,announcements
11616,Afternoon @TLRailUK FYI accessible toilet on 700044 is leaking quite badly.,vandalism
11617,Afternoon @TLRailUK FYI accessible toilet on 700044 is leaking quite badly.,toilets
11618,Afternoon @TLRailUK FYI some idiot has both ripped one of the seat covers in 1st Class to pieces (412008) and also proceeded to flood out accessible toilet (407008),vandalism
11619,Afternoon @TLRailUK FYI some idiot has both ripped one of the seat covers in 1st Class to pieces (412008) and also proceeded to flood out accessible toilet (407008),toilets
11620,"Afternoon @TLRailUK Great to see brand new customer information screens at LEA, do you have any info on what stations are getting the new screens please? Also will it show how busy the train is like @LNER does at their stations? https://t.co/z3YBTBoX82",station
16312,Afternoon @TLRailUK Just so you’re aware 700041 has no working toilets but nothing on your JourneyCheck website or on station CIS screens.,toilets
11621,"Again there are signalling issues on the Brighton mainline caused by @NetworkRailSE who have managed to disrupt commuters on the first day back since Easter. BTW: I used this line yesterday, however, due to signalling issues was delayed by 40 mins. @SouthernRailUK @TLRailUK",delays
11622,"Again, @TLRailUK your website for ordering key smartcard tickets just plain sucks & is utter poop. Website says payment did not go through, but I have got an email saying my ticket has been confirmed. Now it's a game of get to the station tomorrow to see if it works. RUBBISH",tickets/seat_reservations
11623,"Again, the award for shutters train line must go to @TLRailUK a train breaks down at kings cross today at 2pm, it's not 9.45pm and the trains are still fucked. Cancelled trains, delays and late running trains... When are you going to run an efficient service? @MayorofLondon @TfL",delays
16313,Agh! @TLRailUK thanks for an app update but PLEASE optimise it for the larger iPhone X onwards screens! Thanks! 🚂🙏,none
11624,Ah @TLRailUK disappointed that I’m in the 15:05 from Bedford to Gatwick in Coach 5 and there is no air con on!,air conditioning
11625,"Ah yes Thameslink, aka which delayed train should I go for",delays
11626,"Ah, the joy of a train with no heating first thing in the morning. Actually feels like the air con is on instead. Bizarre in 1 degree temperatures. @TLRailUK",hvac
11627,Ahhhhh London. Love to arrive back and immediately get screwed on rail fare because the options were “wait indefinitely for a Thameslink back to St Pancras” or “eat the cost of the Gatwick express to be back before 11:30pm”,delays
11628,Air con on this thameslink making me wanna take it all the way to Farringdon and walk to Angel,air conditioning
11629,All @TLRailUK trains are delayed at Harpenden again. There was one indicated as on time a few minutes ago but that is now running late too. Confused announcements too.,delays
11630,All @TLRailUK trains are delayed at Harpenden again. There was one indicated as on time a few minutes ago but that is now running late too. Confused announcements too.,station
11631,All @TLRailUK trains are delayed at Harpenden again. There was one indicated as on time a few minutes ago but that is now running late too. Confused announcements too.,service
11632,All Southern trains now have free WiFi! https://t.co/rzQrYZxA3D https://t.co/rzQrYZxA3D,wifi
11633,"All in all, a simple journey is made confusing. It's clear as mud and stupid. Naturally, it's also a replacement bus and overcrowded/delayed trains. It's misleading and deceptive. @SouthernRailUK @TLRailUK sort out your pricing and simplify it. Bonus points for running on time.",delays
11634,All lines have now reopened between #East #Croydon and #Gatwick #Airport Trains are still subject to delays of up to 20 mins and cancellations while we recover the service on @GatwickExpress @TLRailUK @SouthernRailUK,delays
11635,All peak hour trains from #bedford to #London and back are #delayed and running 8 car instead of 12. @tlrailuk sucks. Hate #thameslink #railplan2020 #traindelays #badcustomerservice,delays
11636,"All right another crazy train ride, group of kids, no masks, music blaring, motor scooters in the aisle wtf!!! @TLRailUK",covid
11637,All the high of the Spurs win has dissipated waiting for *a* @TLRailUK train home. Every single one over the last 40 minutes has been delayed or cancelled. What a joke,delays
11638,All the “please wear a face mask” posters have been removed from Thameslink trains.... 🤷🏼‍♀️#justsaying #Covidiots,covid
11639,All trains cancelled or delayed and then kicked off at St Pancras as train has been changed to express Bedford service. So many people stranded and half empty train leaving the station 🤷🏻‍♀️ what are we paying for @TLRailUK @HPDCommuters https://t.co/bDAWsfQJqj,delays
11640,All trains need to start opening the doors automatically when they get to station #COVID2019 @TfL @Se_Railway @TLRailUK @nationalrailenq @GWRHelp @VirginTrains @LondonDLR @EastMidRailway ........,doors
11641,Almost all trains delayed at London Bridge @NetworkRailLBG. This happens 90% of the days. @Se_Railway @SouthernRailUK @TLRailUK @NetworkRailSE https://t.co/8NpPWHBQyI,delays
11642,Almost one hour delayed en route and the driver has not spoken to us the entire journey. We have no idea where the train calls at! Very lazy & rude #thameslink #merrychristmas,delays
11643,Almost one hour delayed en route and the driver has not spoken to us the entire journey. We have no idea where the train calls at! Very lazy & rude #thameslink #merrychristmas,service
11644,Also @GNRailUK I like the seat cushion design on the 717s as it’s vandal proof eg unlike on the 700s you can’t remove the seat cushion! Another lesson for @TLRailUK and @Siemens Class 700 fleet 😊,vandalism
11645,"Also @TLRailUK person hit by train shouldn’t be announced as trespasser on the line. That’s a person with a family, show a bit of compassion",delays
11646,"Also @TLRailUK, I have a bone to pick with you once I am back in the country. Arrived at my station for the train to Gatwick and the screens were off. Online website said train would stop on platform 3, it did on 1 instead.",announcements
11647,"Also, on a crappy cattle-truck Thameslink train with no tables and weird seats shaped to fit no human back. So bad train is a problem too, just destination matters more.",tables
