,text,topic
11726,Any chance @SiemensUKNews @TLRailUK could adjust the auto close settings on the 700s? With long dwells sitting for minutes with the doors open isn't very efficient and just wastes energy. (Yes i do keep closing them myself although you can't close it as you board...),doors
3602,@NetworkRailSE #TLUpdates - @NetworkRailSE teams have resolved the signalling fault and trains can now run through the area normally again. Services that were affected may remain subject to delays of up to 10 minutes. ℹLive service updates👇https://t.co/yOa7Z7MlMx,delays
14340,"Yeah good luck with that tonight. Points failure at Croydon and @tlrailuk revert to their usual rubbish with no Northbound trains, stations closed and thousands stranded. Happy Thameslink Christmas.",station
4026,@Se_Railway @TLRailUK And yes I was sold a ticket for that service - there were even announcements about first class being for first class ticket holders only - what a farce,tickets/seat_reservations
8825,@TLRailUK if my husband went to get the 20.51 train from KX to WGC on Friday and it was cancelled and the next train was 21.21 how does he get a notification after claiming delay repay that his delay was between 15 and 29 minutes?,delays
769,(Thameslink Update)  15:28 Rainham Kent to Luton due 18:06 - 15:28 Rainham Kent to Luton due 18:06 has been delayed between Mill Hill Broadway and Elstree & Borehamwood and is now 5 minutes late.,delays
13580,Thameslink update: 07:05 Watton-At-Stone to Moorgate due 08:04 is being delayed at Gordon Hill.,delays
11423,"@theclarehorne Usual garbage from @TLRailUK who don't know why the trains are beign delayed. All Southern and T/Link trains through East Croydon are late beacuse of an accumulation of the usual incidences of staff shortage, signal failures etc etc etc. Nowt to do with eng works.",delays
5014,@TLRailUK @SouthernRailUK is the EGR line all ok now? Not seen anything posted for a while and I’m assuming the train I’m on is going all the way as no announcements. Thanks.,none
4739,@TLRailUK @CrispinBlunt Then why take if the cancellations from the board ? No message on dot matrix. Why? No announcements. Why ? It is like you hiding it. Why?,service
15223,#thameslink 15.46 from Farringdon. Lots of people at door ON TIME and your driver leaves 🤷‍♂️ #badservice #privatiserail #CustomerService,service
9009,@TLRailUK my first try of the cheeky first class for standard £ trick as I’ve been visiting family in Stevenage. Empty carriage.. tables.. lovely. Cheers !,tables
10339,"@afcgun @TLRailUK Lol, found on a seat",none
4519,"@TLRailUK 16 minutes with no announcements, how are we meant to know all relevant ticket acceptance is in place? No one even announced that there was a problem!",none
10753,"@greateranglia @TLRailUK Made my booked train with three mins to spare😀 @TLRailUK many thanks to the driver & guard of the 12:58 from BTN who kept us fully informed. Sad events, delays were to be expected but everything ran smoothly. Stopping at LBG was a bonus for the tube via Moorgate. Well managed.",delays
14139,"We the commuters will make sure that we will convey to our managers the @TLRailUK apologies for the 20mins wait in the train at West Hampstead, not moving toward kentish town or anything. #Delays #Travel #London https://t.co/sUoKkZHH1J",delays
15965,"@TLRailUK has your WiFi been turned off these days? It works when I’m on a Southern Train but not a Thameslink one, can you shed any light?",wifi
16886,"We’re proud to announce our partnership with @GroundworkEast to spruce up 19 of our stations!🌱🚉 This will involve local schools & community groups, & some projects will offer a chance for unemployed people to gain new skills bit.ly/362d6WN #Improvingyourstations",station
11794,"Because of your delays, cancellations, passengers have to board on the only train to Moorgate at Finsbury Park like Can of Sardines, and you increase your tickets price regularly, for what?! @TLRailUK @GNRailUK",delays
8343,@TLRailUK can you confirm that the delayed 1936 will stop at 1952 at Leagrave southbound please?,delays
6541,@TLRailUK It was the 657 into London from sac. Clearky no one wants to share seats (nor should we). Perhaps the officers weren’t there to stop us sitting in 1st. But I didn’t have the energy to find out before a long day in work.,seats
5010,@TLRailUK @SouthernRailUK can you tell me if the 6:54 from littlehaven to London Bridge is actually running? Telling us a tree is blocking the line is fine but have no idea if the train is still running? Do we sit here and wait until you clear with no idea what’s going on??,delays
13668,Thameslink update: 16:28 Rainham Kent to Kentish Town due 18:18 is being delayed at Rainham Kent. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
16066,@TLRailUK there’s a guy with two dogs on the train about to arrive at STP from Bedford carriage no 7 and he’s let one of them wee on the floor - disgusting,vandalism
3920,@RicardoWensley @TLRailUK I was waiting for my one train an hour tbf.,delays
6517,"@TLRailUK It seems to have reset itself as it announced Gravesend ok, but messages still sound broken up. Notice no clock displays on whole unit.",none
16395,"Controversial opinion coming up: if you are stupid enough to stick your head out the window of a moving train, much less at 60mph, the train company should NOT have to pay your family a penny in ‘compensation’. It is not IN ANY WAY the company’s fault. https://t.co/RjOYG6T0u7",none
13848,Thanks to @geoffldn and @norwegiancheese for the humourist talk today at @ltmuseum you made my sons day. Now he's planning his adventures. Even though he went shy. And we had to travel home on thameslink. But he loves the D train even though he broke the seat. And loves pacers,none
15301,"@GNRailUK @TLRailUK seriously guys - today has been an utter shambles. You need to get a grip with the lack of driver & faulty train issues. It’s not fair when we pay £6.5k a year. The lack of WiFi on so many trains still, faulty screens etc etc",wifi
3792,@PaulCodd @TLRailUK This only works if the driver stops in the exact correct place (a green symbol shows on the cab computer) and the driver still has to physically press the door open button for the doors to open 'automatically'.,doors
14620,"⚠️ #TLUpdates - Fewer trains able to run on all lines through East Croydon due to a Network Rail signalling fault Services may be cancelled, delayed or revised 🎫 We have ticket acceptance in place with a range of operators ℹ️ Info & travel advice 👉 https://t.co/iYMraBkjSy https://t.co/CrpqkrIR25",delays
11221,"@pkleanthous @TLRailUK Apologies, this was a mistake in the announcement by the driver. ^AW",service
5743,@TLRailUK Farringdon 17:54 to three bridges do you mind put on the heating instead of air con,hvac
2994,"@EgodadStuart @poacher10 @TLRailUK Hi there, our team are aware of this and I working to get you moving as soon as possible. This has now been classified as major disruption, because of this no trains are able to move forward at this time. ^Olivia",delays
1189,(Thameslink Update) 15:52 St Albans City to Sutton Surrey due 17:17 - 15:52 St Albans City to Sutton Surrey due 17:17 is being delayed at Herne Hill.,delays
9219,@TLRailUK river of water coming out of toilet on train that left St Albans 8:16 (it was a few mins late),toilets
16248,@missfancynancy6 @TLRailUK Plan B. On way to London Bridge to the delightful non air conditioned South Eastern 😭🥵,air conditioning
7268,@TLRailUK Thank you Hannah.... we had a station announcement that there is a missing driver for this train....,station
2295,1948 Thameslink train to Kings Cross: Cancelled 1940 Thameslink train to Peterborough: expected 1949 - plat 1 2013 Thameslink train to Peterborough: Delayed - plat 1 2018 Thameslink train to Kings Cross: On time - plat 4 2041 Thameslink train to Peterborough: On time - plat 1,delays
11576,A pristine one bedroom 1st floor flat available to #rent from the end of March. Ideally located close to local shops and Thameslink station. Furnished. Call us today to book your viewing 020 8455 1014 https://t.co/DOSPXYxtyU #estateagent #PropertySearch #ToLet https://t.co/NHV9E8wvPM,none
2200,1833 LNER train to Bradford Forster Square: Delayed - plat 5 1830 LNER train to Edinburgh: expected 1854 - plat 4 1854 Great Northern train to Baldock: On time 1851 Thameslink train to Cambridge North: expected 1858 - plat 10 1900 LNER train to Edinburgh: On time,delays
4812,@TLRailUK @HPDCommuters But it doesn’t explain why you have to drop Harpenden and delay my journey further.,delays
10425,@brianmoore666 @TLRailUK Try northern @northernassist Brian delayed is a positive for them,delays
15091,@TLRailUK Utter rubbish - masks are of no benefit. Just sick propaganda used for mass public brainwashing.,covid
5502,@TLRailUK BTW your big ticket masine at baldock won't respond to the touch screen so only the little one will work sopeoplee can't pay for cash,station
7452,@TLRailUK That train was only delayed by 3 minutes at Arlesey? How does that justify a now 18 minute delay? Genuinely curious,delays
13586,Thameslink update: 07:37 Watton-At-Stone to Moorgate due 08:39 is being delayed at Watton-At-Stone.,delays
6786,@TLRailUK My delay repay for this past week travel between BGN and LBG keep being declined. What do I need to do to get these paid as all of the journeys are delayed due to bus for part of the route. You have made a stressful situation worse by not offering standard compensation,tickets/seat_reservations
9759,@TLRailUK why are you guys so rubbish at communication wait til train near enough due to tell us cancelled or delayed #rubbishservice,none
11556,@zeireen @TLRailUK Its safer to always assume with Thameslink there will be delays and cancellations and just work backwards from there.,delays
8221,@TLRailUK any news on 1156 from st Pancras? No announcements.,station
9493,"@TLRailUK top trolling of waiting passengers going all stations from ldn st Pancras tonight. No trains for ages. Sign shows delayed 2251 as all stations. Get on and driver says no instruction for all stations, direct to W.Hampstead then st.albans...stay on / get off??! Idiots",delays
4167,@SouthernFanOff1 @Masquettes @TLRailUK Best mask! :),covid
6989,@TLRailUK One of your toilets has flooded! 11:27 Earlswood to Gatwick service. Right in the middle disabled compartment. I am located in carriage 406142. 🙏🏼 https://t.co/BgPuMlbJhR,toilets
1112,(Thameslink Update) 13:19 Bedford to Brighton due 15:42 - 13:19 Bedford to Brighton due 15:42 has been delayed between Leagrave and Luton and is now 10 minutes late.,delays
11028,@matthewhodg @ContainerDave @RidingtheGoblin @MayorofLondon @TfL Is it? Bombardier have regular deliveries with delays (1 years delay on Thameslink). TfL order an unproven train for GOBLIN and is suffering as a result with half the trains cancelled with no restoration in sight.,delays
4949,@TLRailUK @Se_Railway The journey is from Lewisham to Ashford international. Now i am at the delayed 8.44 Orpington train to get to Bromley South then catch the Ashford international train at 9.12.,delays
3835,"@Pontyprop @Commuter29 @transportgovuk @chhcalling @PrincesTrust @SouthernRailUK @TLRailUK Because she performs train despatch duties on a platform, ensuring everyone is aboard and the doors shut before indicating the train can leave.",station
1304,(Thameslink Update) 18:16 Luton to Rainham Kt due 20:41 - 18:16 Luton to Rainham Kt due 20:41 has been delayed at Higham and is now 10 minutes late.,delays
10965,"@leighparker_x @TLRailUK Hi Leigh, terribly sorry for the disruption today. We would advise claiming delay repay here- https://t.co/pYc8yIbPIy ^Lola",delays
13567,Thameslink update: 05:22 West Hampstead Thameslink to Rainham Kent due 07:11 is being delayed at London Bridge. Download the Train Beacon iOS app today https://t.co/HH7mCmEhnH,delays
15926,@TLRailUK can the air conditioning please be turned on? I’m on the train from Luton to Rainham that left city at 18.09? It’s really fair too hot!!,air conditioning
5969,"@TLRailUK Hi! I just left my dry cleaning on the 20:51 train from London Bridge to Gatwick Airport today (Tuesday 26th Feb), I left it above my seat on the racks, and I was in the front carriage. Please could you let me know if anything was picked up at Gatwick? Thanks!",none
4788,"@TLRailUK @GNRailUK so 2 trains arrive, one is going to the yard, the other one is out of service. This is a fucking joke. Your stupid £2.40 delay repay doesnt cut it. It doesn't compensate nearly enough!!!",delays
12024,Enforcement officers claiming that there are signs at stations and announcements on trains are false claims. Neither at Denmark Hill where we boarded or St. Mary Cray where others boarded. And not on the @TLRailUK train we were on. I have travelled from London Gatwick,station
7407,@TLRailUK Thanks. 32 minutes delayed from original train so far and counting. Can you at least bring me a cup of tea? Carriage 4. Nice one x,delays
15124,@seandsmyth Yh but you can't get a free first class seat on the DLR whereas on Thameslink you can,none
4331,"@Stannaray @TLRailUK It looks from the screenshot that you were looking at 27/5, ie bank holiday when all trains are off-peak.",none
2124,1736 Thameslink train to Welwyn Garden City: On time 1703 LNER train to Leeds: expected 1739 - plat 1 1739 Great Northern train to Kings Lynn and Ely: On time - plat 4 1742 Great Northern train to Peterborough: Cancelled 1748 LNER train to Leeds: Delayed,delays
10053,@TLRailUK your train service is a joke! Kicked off at Luton on the 16.56 StP to Flitwick then told to go to Platform 5. Get there your staff don’t know what’s going on tell everyone to wait on Platform 5 then a train turns up at Platform 3. Honestly you’re an embarrassment!,station
8421,@TLRailUK communication at London Bridge platform 5 is atrocious tonight. Soon as there is a problem it all fails. All other platform announcements are way too loud and very little is being announced on platform 5.,station
3,"@SW_Help you have no toilets on some of your trains, like #Dorking to #Waterloo while talking about #Disability@TLRailUK and @Se_Railway manage them on every single train, why don't you?",toilets
8252,@TLRailUK are seat back tables being fitted on all your trains or are we going to be left with the current 'lucky dip' situation?,tables
16704,So appears that because the signage on the train door was a little confusing a man stuck his head out of a window on a fast moving train and got himself killed apparently it was the train companies fault Thameslink fined £1m over Gatwick window death https://t.co/CIsvcNcVmV,none
2487,2345 Thameslink train to Brighton: On time - plat 3 0009 East Midlands Railway train to Derby via Nottingham: Delayed - plat 1 0015 Thameslink train to Three Bridges: On time - plat 3 0115 Thameslink train to Three Bridges: On time - plat 2,delays
8056,@TLRailUK You need to fix first class door on 16:07 STP to SGR. https://t.co/77qtkTWxOg,doors
8969,@TLRailUK looking at booking to go to Brighton my mum wants to know if you  can book seats and if the seats will be 2 metres away from other people as she doesn't want to be crowded with this virus we thinking about going in August start of the week for a mini break,tickets/seat_reservations
5107,@TLRailUK @Thamesllink Ahhh ..stuck on the 16.01from Farringdon Thameslink train to Bedford ..near Scratchwood Services ..train broken down in front of us ..blah blah blah ..usual rubbish ...great service ..not ..Tim https://t.co/pSpOy2CNzZ,none
16061,@TLRailUK the lock on the lavatory door in the carriage next to 410022 doesn’t work. Pretty embarrassing for all concerned....,toilets
16565,"I haven’t been on public transport since March. How amazingly predictable is it that @TLRailUK is still a useless, not fit for purpose, POS train service. #Cancelledtrains",none
11914,"Dear @TLRailUK you cancelled my train from Hove but eventually managed to get train from Brighton. There are no tables on this train, making it hard to work, but then realised there was no WiFi anyway. Trying not to take it personally but WHY DO YOU HATE ME?",wifi
5704,"@TLRailUK Even if we work out what one of your delayed trains it was, you’re not really going to do anything about it are you?",delays
12714,"Look out the window, see a Thameslink train passing through Crystal Palace Station - 'huh train problems this morning then'.",none
15335,@KayeJFreeman @tlupdates @TLRailUK Welcome to 1850’s for uk rail..... Extraordinary to say the least. My personal fav is the 5 inches between seat in front. Need hyper flexible legs or no legs to get any comfort,seats
3498,@Lowesmore @SW_Help Thameslink & Southern operating but delays. Great spirit amongst marchers here tho. Someone going round with home-made breakfast muffins...💙💙 @SW_Help should help & advise the ppl of Winchester since SW r nothing 2do with H Heath in the south east! #peoplesvote #RevokeArt50Now,delays
5064,@TLRailUK @TLRailUK in case anyone is wondering. Driver finaly opened the doors. And I am on my way with the (delayed) 8.35 to Luton. I will be delayed by 1 hr and will do a delay/repay claim,delays
219,"#TLUpdates - Due to a safety inspection of the track between West Hampstead Thameslink and St Albans City, services are being cancelled or delayed. A regular service is still due to run, but your journey be extended by 15 minutes. ℹ️ Service updates 👇 https://t.co/iYMraBkjSy",delays
14499,"⚠#TLUpdates - Due to a broken down train between Alexandra Palace and Potters Bar, train services running through these stations are subject to delay and cancellation. Further updates to follow.",delays
11724,Another train speeds through...and still we wait. #thameslink just announced a 17 minute wait. Useless.,delays
11161,"@northernline due to @thameslink problems lots of people getting on and off at kings X, I had one foot inside after waiting to board, train starts to close doors & leave please watch out for passengers - let us board!!",service
3592,"@NatalieSalliss @_sodapup Explaining this morning how I slipped down my stairs, couldn’t get up the drive, fell down the stairs at the station & how thameslink was delayed",station
2922,@DazMoody @RaphFrascogna @LNER @TLRailUK If you haven't already got it. A website https://t.co/SdiwInIeUG has live signalling maps. Helpful if you have stopped with no announcements.,announcements
16448,Govia Thameslink fined £1m over Gatwick Express window death - https://t.co/jO5g8nQLma https://t.co/c7NFfEzsiF,none
1048,(Thameslink Update) 10:38 St Albans City to Sutton Surrey due 12:14 - 10:38 St Albans City to Sutton Surrey due 12:14 is being delayed at Hendon.,delays
10549,@cotton_runt @TLRailUK These are all knock-on delays of the earlier emergency services incident and signalling problems ^RK,delays
7329,@TLRailUK Thanks Alex. I know it should be but it never arrived at 1405. Notice boards just changed to the next train due. One has just turned up out if the blue at 1414. No announcement and it's now just stopped. How worried should I be that no one knows what trains are running?,station
16228,"@leylahay @TLRailUK @Gatwick_Airport You obviously got lucky as most trains are overcrowded, WiFi doesn’t work, are filthy and by design are uncomfortable. You should also buy a lottery ticket as you are clearly lucky today",wifi
15495,"@TLRailUK @BTP It didn’t break a window, just a thud. I would appreciate feedback after you’ve looked at the footage, won’t be long before they’re throwing something heavier!",vandalism
9321,@TLRailUK stuck at Cricklewood. No sign of any trains and won’t let us on this train delayed in the platform https://t.co/zbh87LJHRJ,delays
6900,"@TLRailUK Now 15 mins late and still no on board or station announcements, no updates. Unacceptable.",delays
181,#TLUpdates - Due to a fault with the signalling system between Gravesend and Strood trains have to run at reduced speed on all lines. Please allow extra time to complete your journey as services will be subject to delays. ℹ️ More Information 👇 https://t.co/VA3EjuwyB4,delays
7073,"@TLRailUK Regenerative braking, surely, only works if the trains actually run? A cancelled train would have an energy output of approximately f*ck all squared",delays
5538,"@TLRailUK Cambridge, the delayed service left at 21:47",delays
3867,"@RailDeliveryGrp @SW_Help @TLRailUK Nothing on the @chilternrailway lines - short formed services due to lack of rolling stock and poor maintenance - old trains, dirty, unreliable and not even anything pklanned to increase vapacity to the leves required to run the regular service! THAT is the RDG story.",train_general
7511,"@TLRailUK The board just shows how far away the train is. In 15 mins it has got 3 mins closer No announcements, no message on the board. We're all tired and we want to go home.",station
16720,TOMORROW: Join us and @LDNYoungLabour in the second most marginal London target seat: Hendon! 📍Outside Hendon Thameslink Station 🕕 6pm 🖥️ https://t.co/aBLwdECr8j #VoteLabour2019 https://t.co/qyv9pVX0Io,none
7990,@TLRailUK Yes but no excuses for repeating changes or lack of announcements,announcements
15362,"@MikeReigns4 @Pret Hi Mike, sorry to hear you’ve been having WiFi issues. The WiFi down on those platforms are actually managed by @TLRailUK , we’ll raise the problem with our station management team. Many thanks 👍",station
6958,"@TLRailUK On Tuesday the 7.11 HHE -STP was short of carriages yet no announcement to tell us why, no apology, nothing.",none
9168,@TLRailUK please can you suggest best method to reach St Albans from north London? #thameslink #trains #delays,delays
5465,@TLRailUK Are there any updates in the retro fitting of tables to the class 700? Has this now been abandoned?,tables
15746,"@TLRailUK I’ve had this happen a few times on Thameslink services, so if there’s any way of fixing the issue sooner or teams being notified earlier that would be most helpful to #deaf people like me who rely on the information conveyed on screen displays. Thanks again for your help, Alex!",announcements
1351,(Thameslink Update) 19:09 Sutton Surrey to St Albans City due 20:42 - 19:09 Sutton Surrey to St Albans City due 20:42 is being delayed at Wimbledon and is now expected to be 6 minutes late.,delays
9225,"@TLRailUK sat in coach 412005, your train's heating seems not to be working",hvac
12686,Keep an eye out for @TLRailUK dishing out free lollies so you can keep cool while waiting on platforms for trains which are too full to board because @TLRailUK are running 8 car trains to Gatwick and the seaside. #witlessclowns https://t.co/qaqwLW1nuR,none
1537,0009 East Midlands Railway train to Derby via Nottingham: Delayed - plat 1 0115 Thameslink train to Three Bridges: On time - plat 2 0126 East Midlands Railway train to Leicester: On time - plat 3 0153 Thameslink train to Three Bridges: On time - plat 1,delays
16077,"@TLRailUK train arrived but it’s bursting with people, ~6 people a door got in",none
6333,@TLRailUK I was heading to London Bridge to get a connecting south eastern train. The next train is now also delayed!,delays
12584,Interesting!.If the withdrawal of pacers becomes an issue perhaps these units could be used on the Electrified routes as a stop gap measure?.They have been refurbished and ride well and the seats are better than Thameslink becomes an issue,seats
396,"#TLUpdates - Services in the area are expected to be diverted onto the slow/stopping southbound line, with delays through Gatwick Airport whilst this happens. 🎫 Thameslink tickets will be accepted on @SouthernRailUK at no extra cost this morning. ℹ️👇 https://t.co/iYMraBkjSy",delays
174,"#TLUpdates - Due to a fault on a train at Stevenage, services through this station are subject to delay. More information to follow.",delays
16817,What’s happened to the @TLRailUK WiFi? Actually worked now it’s disappeared?,wifi
12700,Live updates on Thameslink delays after fire on track near Farringdon blocks all lines https://t.co/xdqjBQDLH2,delays
7323,@TLRailUK Thanks - id hope it would be shared given how late it was announced,service
12908,"Northern Line: Severe delays due to an earlier faulty train at Charing Cross Tickets are being accepted on local buses, Thameslink and Southern also accepting tickets .",tickets/seat_reservations
10804,"@iammattrussell @tlupdates @TLRailUK Hey Matt, here is the mentioned train (data from RealTimeTrains). It looks like you arrived into Farringdon 55 minutes late. Hopefully your delay repay claim gets accepted. https://t.co/7km1uHZSV7",delays
10555,@cristo_radio @tlupdates @TLRailUK It’s been like this since last May. Which is why I had to resign from a job I loved at a Great Ormond Street Hospital. Having to wait an hour to get on a packed train and stand the whole way home for another hour was intolerable,delays
1782,1028 Great Northern bus to Watton-at-Stone: On time 1028 LNER train to Newark North Gate: expected 1030 - plat 3 1033 Thameslink train to Cambridge: Delayed - plat 4 0944 Thameslink train to Peterborough: expected 1036 - plat 4,delays
12374,"Hi @TLRailUK the air conditioning in unit 412038 is clearly not working. At all. It is more like a furnace than a fridge, sadly. It's currently approaching Charlton on the sunny Greenwich line. Ta...",air conditioning
6612,@TLRailUK I’m now on the train at Hendon but it is stuck. We moved one station... and now moved again to Cricklewood without any announcements,delays
7253,@TLRailUK Thameshite. I cannot believe it has taken over 30 minutes to get from STP to Harpenden!! What a shite service you constantly provide day in day out. Not a day or week go by without delays with you TWATS!!,delays
11274,@robinh1969 @ethelreddy1 @NetworkRailSE @SouthernRailUK @TLRailUK @GatwickExpress @networkrail Rubbish. Standing on the sidelines picking holes in systems you don't begin to understand is a pathetic hobby. If you had the qualifications/experience to improve this system you'd be doing so already.,none
640,#WestHampstead - Trespassers on the railway between West Hampstead Thameslink and St Albans City means trains have to run at reduced speed on all lines. Train services running through these stations may be delayed.,delays
6117,@TLRailUK I am on the 9.18 Bedford to Brighton. 3 other people in my carriage (the front standard carriage) all took off their face masks once they got on the train. Please do something to enforce masks. Bedford has a high infection rate.,covid
9262,@TLRailUK sitting on the 10:58 Brighton to Bedford waiting for a driver. #Useless.,delays
15547,@TLRailUK @TransportFocus @BBCSussex Now 5 mins delayed and zero announcements as to why? Do you think it’s acceptable to not keep your passengers informed? What is going on? Your lack of information is both unacceptable and shows your contempt for your long suffering passengers.,delays
2367,2049 Thameslink train to Brighton: Delayed - plat 2 2102 Thameslink train to Gatwick Airport: On time - plat 3 2112 West Midlands Trains train to Bletchley: On time - plat 1A 2113 East Midlands Railway train to London St Pancras (Intl): On time - plat 2,delays
2038,1622 Thameslink train to Brighton: Delayed - plat 2 1639 Thameslink train to Cambridge: expected 1646 - plat 7 1644 Thameslink train to Kings Cross: expected 1646 - plat 2 1645 Thameslink train to Welwyn Garden City: expected 1648 - plat 7,delays
8038,"@TLRailUK You cannot make this rubbish up - train is delayed AGAIN (was on time when I left the office!) Come on guys - this is your job, how can you not run a proper service?",delays
10655,"@flawedlogic_joe @SouthernRailUK @BBCSussex Asking anyone at Thameslink or Southern to think, or act responsibly is way beyond their pay grade. And they are busy making up excuses for cancellations & delays & trains full to bursting. Not helped by the inane announcements by the driver unaware & uncaring about cancellations",delays
4082,@Se_Railway I was delayed by 15mins on the 8.30am Gravesend to Plumstead Thameslink train on Friday November 8. It didn't arrive until 8.45.,delays
13892,"The class 700's were ordered by the government of the day and they decided you didn't need wi fi, seat back tables and power points. Thameslink only manages the franchise for this government so can't/won't add anything",plugs
4888,@TLRailUK @NetworkRailSE People waiting at Norwood Junction for delayed trains to Bedford......and fast (near empty) trains to Bedford pass through the station on the same platform! What would it take to stop and pick up passengers?!🤬🤬,delays
7668,@TLRailUK Trains are still delayed southbound into St Pancras daily. I've asked before but can you please advise what you are doing to resolve this?,delays
11182,"@paddocknetworks Network rail signaler advised the driver to change ends and take train back, but as train with ill passenger moved the @TLRailUK can continue, sorry for the delay ^CH",delays
273,"#TLUpdates - Following a fault with the signalling system between Kentish Town & West Hampstead Thameslink, all lines have now reopened. Please allow extra time to complete your journey. Residual delays of up to 10 minutes may still occur. ℹ️👇 https://t.co/iYMraBkjSy",delays
12669,"Just got an announcement on a train to Brighton; ""this train will skip 5 station due to its slow and late service"". it's winter, its freezing out there and you ask them to change on next station as if your other services run on time and frequent. shame on you @TLRailUK",service
5251,"@TLRailUK @networkrail tomorrow marks the start of the three bridges to Brighton line overhaul to improve performance, yet most delays recently have been due to issues north of three bridges so will have not improve performance at all! What's being done to solve these issues? 😭",delays
1725,0944 Thameslink train to Peterborough: Delayed - plat 4 0914 Thameslink train to Hitchin: expected 0948 - plat 4 0947 Thameslink train to Horsham: expected 0950 - plat 1 0956 LNER train to Leeds: expected 0957 - plat 3 1003 Thameslink train to Cambridge: Cancelled,delays
10341,"@afol_1984 @TLRailUK Hi Matt. I just being informed by members of the staff at the station of Sevenoaks that all the screens including that one is working in order now. At that time, it seems the screens was frozen at that time. :)^EC",station
11199,@perissinotto @TLRailUK @HarrietHarman @networkrail @SouthernRailUK @SE5Forum The rubbish is still there and growing. Still no sign of any action.r,none
15406,"@RobBeetweets @TLRailUK West Hampstead Thameslink [WHP]  Aŕrive 2049½   Departed 2051¾ So no problem with this trains departure, trains doors can close 40 seconds before departure",train_general
14306,Wifi still Nofi or Lofi on Return journey from Newcastle on @LNER so there is one thing that @TLRailUK does better.,wifi
11893,Customer feedback: Most people sitting in a priory seat aren't likely to be aware that they are in priority seat. Stickers on chairs in front seems to work on other services and would reduce the medical impact of overcrowding on your services. @TLRailUK https://t.co/cG5blEjW30,train_general
14476,⁦@TLRailUK⁩ why no tray tables? Coffee running from rolling around cup (now in bin!). Coffee all over floor under seat. #bringbacktraytables https://t.co/M3xVhhakzY,tables
16859,https://t.co/0sK0kVN8nI lllll A rail firm has been fined £1m after a passenger died when he put his head out of a train window.,none
8811,@TLRailUK how on earth does the 1st train of the day from Brighton to London (05:06) pick up a delay after one stop? @TransportFocus,delays
14463,"“A train in front is running late, so we’re missing 4 stops on this train”. I asked @TLRailUK staff how that made sense & suggested that a delayed train in front meant time for more stops. They admitted it made no sense at all & that they had no reliable information. As usual.",delays
5363,@TLRailUK Also the 0803 following has not been cleaned from last night. Very dirty.,vandalism
2712,@BenjaminEHowe We help a #railopenday in 2017 at Three Bridges...follow the link below for any future event announcements @TLRailUK @geofftech @ishortman @SW_Help @TheTeddy20 https://t.co/5vknwBKPFL,none
9650,@TLRailUK what's the cause of the delays on north bound services from LBG ?,delays
6614,@TLRailUK I’m now standing at Bromley south for the next 30 minutes waiting for a train back. How is a driver allowed to do that?,delays
13773,Thameslink update: District Line: Severe delays due to an earlier faulty train. Tickets being accepted via any reasonable route.,delays
1522,".@TLRailUK thanks for skipping my station and running fast to Gatwick! We've had one delay yes, but what about a second one!",delays
4800,"@TLRailUK @GatwickExpress And your crappy screens on my train are stuck on safety information, good work!",announcements
3209,@GrumpNow @tlupdates @TLRailUK @SouthernRailUK @delayrepaygenie OMG your app is amazing 🙌🏻,delays
4253,"@SouthernRailUK @TLRailUK terrible jouney in this morning. Cancellations, delays and now I'm being diverted to Blackfriars the long way. I now need to pay to use to tube to get to work rather than just walk - how do you plan on reimbursing me? Delay repay won't cover it.",delays
16893,"@iancwebb @tlupdates @TLRailUK Mate, I’m DREADING seeing that screen again. I hate this lockdown shit, but in all honesty, I hate the trains more. Almost killed me commuting. Glad to be wfh.",train_general
5838,@TLRailUK Haven't heard back from refund request on 18th. How long is the waiting time?,delays
2046,1627 Grand Central train to Bradford Interchange: On time - plat 6 1630 LNER train to Edinburgh: Delayed - plat 5 1633 LNER train to Leeds: Delayed 1636 Thameslink train to Welwyn Garden City: On time - plat 10 1639 Great Northern train to Kings Lynn and Ely: On time - plat 2,delays
10534,"@cnbcwatcher90 HiRosie. There are currently severe delays in both directions on the entire line due to an earlier incident. London Underground tickets are being accepted on Thameslink and local bus services. Thanks, Paul.",delays
11806,"Beset by the misery of multiple & lengthy delays on @TLRailUK yesterday, I’m actually pleasantly impressed that they allow Delay Repay claims to be donated to @samaritans @railwaychildren Claiming is relatively quick, I urge you to do this whenever you can. https://t.co/aYbLSSwk4y",delays
8153,@TLRailUK announcing that a train will skip stops Stevenage through Royston would have been much better done at or before St Pancras than at Finsbury park,none
2375,2055 LNER train to Leeds: expected 2059 - plat 3 2100 Thameslink train to Cambridge: Delayed - plat 4 2106 LNER train to London Kings Cross: On time - plat 2 2108 Thameslink train to Cambridge: On time - plat 4 2110 Thameslink train to London Kings Cross: On time - plat 1,delays
5535,@TLRailUK By some decent trains instead of the rubbish you bought last time?,train_general
3156,@GTRailUK There is a visually impaired chap who regularly uses your service arriving at Peterborough 08:38 Mon-Fri The train doesn't always arrive into same Platform his life would be just that little bit easier if drivers just announced what platform the train came into #PPF,none
5661,"@TLRailUK Denmark hill train to gravesend at 1446. Should have been platform 2. Everyone waiting there. Then, having already waited 30 mins for the next one to Peckham rue, had to wait another 15 mins... in literal agony to eventually get home to streatham at 1545",delays
